games,year,Name,Team,Week,Opponent,tar,rec,yds,td,fum,def_rk,h/a_1,surface_0,salary,points
3,2017,OJ Howard,TB,4,NYG,4,2,63,1,0,31,1.0,1.0,2500,14.3
4,2017,OJ Howard,TB,5,NE,1,0,0,0,0,10,1.0,1.0,2500,0.0
5,2017,OJ Howard,TB,6,ARI,3,1,15,0,0,17,0.0,1.0,3300,2.5
6,2017,OJ Howard,TB,7,BUF,6,6,98,2,0,25,0.0,0.0,7300,27.8
7,2017,OJ Howard,TB,8,CAR,2,2,16,0,0,6,1.0,1.0,2500,3.6
8,2017,OJ Howard,TB,9,NO,2,1,6,0,1,2,0.0,0.0,4900,0.6
9,2017,OJ Howard,TB,11,MIA,4,3,52,1,0,32,0.0,1.0,4600,14.2
10,2017,OJ Howard,TB,12,ATL,4,3,52,0,0,13,0.0,0.0,2500,8.2
11,2017,OJ Howard,TB,13,GB,2,1,17,0,0,5,0.0,1.0,2700,2.7
12,2017,OJ Howard,TB,14,DET,6,4,54,1,1,16,1.0,1.0,2500,14.4
13,2017,OJ Howard,TB,15,ATL,1,1,30,1,0,13,1.0,1.0,0,10.0
14,2018,OJ Howard,TB,1,NO,2,2,54,0,0,9,0.0,0.0,2700,7.4
15,2018,OJ Howard,TB,2,PHI,4,3,96,1,0,16,1.0,1.0,2500,18.6
16,2018,OJ Howard,TB,3,PIT,8,6,72,0,0,31,1.0,1.0,5000,13.2
17,2018,OJ Howard,TB,4,CHI,3,0,0,0,0,19,0.0,1.0,2600,0.0
1,2017,Orson Charles,KC,15,LAC,1,1,18,0,0,8,1.0,1.0,6900,2.8
2,2017,Orson Charles,KC,16,MIA,1,1,35,0,0,32,1.0,1.0,2500,4.5
3,2018,Orson Charles,CLE,3,NYJ,1,0,0,0,0,2,1.0,1.0,2600,0.0
4,2018,Orson Charles,CLE,4,OAK,1,0,0,0,0,13,0.0,1.0,4400,0.0
1,2015,Owen Daniels,DEN,1,BAL,2,2,5,0,0,4,1.0,1.0,3400,2.5
2,2015,Owen Daniels,DEN,2,KC,5,3,19,0,0,2,0.0,1.0,2500,4.9
3,2015,Owen Daniels,DEN,3,DET,9,5,28,1,0,27,0.0,0.0,2500,13.8
4,2015,Owen Daniels,DEN,4,MIN,5,2,9,1,0,15,1.0,1.0,2500,8.9
5,2015,Owen Daniels,DEN,5,OAK,5,0,0,0,0,30,0.0,1.0,2500,0.0
6,2015,Owen Daniels,DEN,6,CLE,3,2,24,0,0,6,0.0,1.0,2500,4.4
7,2015,Owen Daniels,DEN,8,GB,3,3,44,0,0,14,1.0,1.0,2500,7.4
8,2015,Owen Daniels,DEN,9,IND,9,6,102,1,0,23,0.0,0.0,2500,25.2
9,2015,Owen Daniels,DEN,10,KC,5,1,14,0,0,2,1.0,1.0,2500,2.4
10,2015,Owen Daniels,DEN,11,CHI,5,4,69,0,0,13,0.0,1.0,2500,10.9
11,2015,Owen Daniels,DEN,12,NE,6,5,48,0,0,5,1.0,1.0,2500,9.8
12,2015,Owen Daniels,DEN,13,LAC,3,2,13,0,0,18,0.0,1.0,2500,3.3
13,2015,Owen Daniels,DEN,14,OAK,4,3,43,0,0,30,1.0,1.0,2500,7.3
14,2015,Owen Daniels,DEN,15,PIT,5,2,14,0,0,25,0.0,1.0,2500,3.4
15,2015,Owen Daniels,DEN,16,CIN,7,5,70,0,0,17,1.0,1.0,2500,12.0
16,2015,Owen Daniels,DEN,17,LAC,1,1,15,0,0,18,1.0,1.0,3300,2.5
1,2015,Phillip Supernaw,TEN,11,JAX,2,2,16,0,1,28,0.0,1.0,0,2.6
2,2015,Phillip Supernaw,TEN,14,NYJ,2,1,16,0,0,3,0.0,0.0,2900,2.6
3,2016,Phillip Supernaw,TEN,2,DET,1,1,7,0,0,27,0.0,0.0,2500,1.7
4,2016,Phillip Supernaw,TEN,3,OAK,1,0,0,0,0,24,1.0,1.0,6500,0.0
5,2016,Phillip Supernaw,TEN,6,CLE,2,2,25,0,0,31,1.0,1.0,2500,4.5
6,2016,Phillip Supernaw,TEN,8,JAX,1,1,30,0,0,16,1.0,1.0,2500,4.0
7,2017,Phillip Supernaw,TEN,3,SEA,1,1,3,0,0,9,1.0,1.0,6000,1.3
8,2017,Phillip Supernaw,TEN,5,MIA,2,2,16,1,0,32,0.0,1.0,2500,9.6
9,2017,Phillip Supernaw,TEN,6,IND,1,0,0,0,0,18,1.0,1.0,0,0.0
10,2017,Phillip Supernaw,TEN,13,HOU,1,1,20,0,0,27,1.0,1.0,2500,3.0
11,2017,Phillip Supernaw,TEN,14,ARI,1,0,0,0,0,17,0.0,1.0,3900,0.0
1,2016,Randall Telfer,CLE,4,WAS,1,0,0,0,0,29,0.0,1.0,0,0.0
2,2016,Randall Telfer,CLE,8,NYJ,3,0,0,0,0,22,1.0,1.0,2500,0.0
3,2016,Randall Telfer,CLE,10,BAL,1,1,-3,0,0,10,0.0,1.0,3800,0.7
4,2016,Randall Telfer,CLE,14,CIN,1,1,7,0,0,30,1.0,1.0,3700,1.7
5,2016,Randall Telfer,CLE,17,PIT,1,0,0,0,0,17,0.0,1.0,2500,0.0
6,2017,Randall Telfer,CLE,2,BAL,1,1,20,0,0,24,0.0,1.0,2500,3.0
7,2017,Randall Telfer,CLE,3,IND,1,1,4,0,0,18,0.0,0.0,2700,1.4
8,2017,Randall Telfer,CLE,14,GB,2,1,12,0,0,5,1.0,1.0,2500,2.2
1,2015,Rhett Ellison,MIN,1,SF,2,1,3,0,0,9,0.0,1.0,2500,1.3
2,2015,Rhett Ellison,MIN,2,DET,1,0,0,0,0,27,1.0,0.0,3300,0.0
3,2015,Rhett Ellison,MIN,6,KC,2,1,11,0,0,2,1.0,0.0,2500,2.1
4,2015,Rhett Ellison,MIN,9,LAR,3,2,11,0,0,26,1.0,0.0,4100,3.1
5,2015,Rhett Ellison,MIN,10,OAK,2,2,18,1,0,30,0.0,1.0,2800,9.8
6,2015,Rhett Ellison,MIN,11,GB,3,2,19,0,0,14,1.0,0.0,2500,3.9
7,2015,Rhett Ellison,MIN,12,ATL,2,1,23,0,0,29,0.0,0.0,2500,3.3
8,2015,Rhett Ellison,MIN,13,SEA,1,0,0,0,0,22,1.0,0.0,0,0.0
9,2015,Rhett Ellison,MIN,14,ARI,1,1,41,0,0,20,0.0,1.0,2900,5.1
10,2015,Rhett Ellison,MIN,16,NYG,1,0,0,0,0,31,1.0,0.0,2500,0.0
11,2015,Rhett Ellison,MIN,17,GB,1,1,-2,0,0,14,0.0,1.0,5000,0.8
12,2016,Rhett Ellison,MIN,3,CAR,1,1,18,0,0,28,0.0,1.0,0,2.8
13,2016,Rhett Ellison,MIN,4,NYG,1,1,2,0,0,20,1.0,0.0,2500,1.2
14,2016,Rhett Ellison,MIN,9,DET,1,1,4,0,0,27,1.0,0.0,2700,7.5
15,2016,Rhett Ellison,MIN,10,WAS,2,2,8,0,0,29,0.0,1.0,0,2.8
16,2016,Rhett Ellison,MIN,11,ARI,3,1,-2,0,0,1,1.0,0.0,2500,0.8
17,2016,Rhett Ellison,MIN,12,DET,2,1,21,0,0,27,0.0,0.0,3000,3.1
18,2016,Rhett Ellison,MIN,13,DAL,1,1,6,0,0,32,1.0,0.0,3100,1.6
19,2016,Rhett Ellison,MIN,14,JAX,2,1,0,0,0,16,0.0,1.0,2900,1.0
20,2016,Rhett Ellison,MIN,16,GB,1,0,0,0,0,21,0.0,1.0,2500,0.0
21,2017,Rhett Ellison,NYG,1,DAL,1,1,9,0,0,21,0.0,0.0,2500,1.9
22,2017,Rhett Ellison,NYG,2,DET,2,2,21,0,0,16,1.0,0.0,2500,4.1
23,2017,Rhett Ellison,NYG,4,TB,2,2,11,1,0,3,0.0,1.0,2500,9.1
24,2017,Rhett Ellison,NYG,5,LAC,2,1,9,0,0,8,1.0,0.0,2500,1.9
25,2017,Rhett Ellison,NYG,7,SEA,1,0,0,0,0,9,1.0,0.0,4300,0.0
26,2017,Rhett Ellison,NYG,9,LAR,2,2,21,0,0,20,1.0,0.0,3900,4.1
27,2017,Rhett Ellison,NYG,11,KC,1,1,7,0,0,7,1.0,0.0,2500,1.7
28,2017,Rhett Ellison,NYG,12,WAS,1,1,9,0,0,28,0.0,1.0,2800,1.9
29,2017,Rhett Ellison,NYG,13,OAK,2,1,5,0,0,26,0.0,1.0,2500,1.5
30,2017,Rhett Ellison,NYG,14,DAL,5,4,20,1,0,21,1.0,0.0,4500,12.0
31,2017,Rhett Ellison,NYG,16,ARI,7,4,60,0,0,17,0.0,1.0,5000,10.0
32,2017,Rhett Ellison,NYG,17,WAS,6,5,63,0,0,28,1.0,0.0,2500,11.3
33,2018,Rhett Ellison,NYG,1,JAX,1,1,16,0,0,5,1.0,0.0,2500,2.6
34,2018,Rhett Ellison,NYG,2,DAL,2,2,5,0,0,20,0.0,0.0,3900,2.5
35,2018,Rhett Ellison,NYG,3,HOU,3,3,39,1,0,25,0.0,0.0,2700,12.9
36,2018,Rhett Ellison,NYG,4,NO,5,3,29,0,0,4,1.0,0.0,2500,5.9
1,2015,Richard Rodgers,GB,1,CHI,3,3,27,0,0,13,0.0,1.0,2900,6.8
2,2015,Richard Rodgers,GB,2,SEA,4,3,23,1,0,22,1.0,1.0,2600,13.3
3,2015,Richard Rodgers,GB,3,KC,4,2,15,0,0,2,1.0,1.0,5000,3.5
4,2015,Richard Rodgers,GB,4,SF,6,5,45,1,0,9,0.0,1.0,2600,15.5
5,2015,Richard Rodgers,GB,5,LAR,8,6,45,0,0,26,1.0,1.0,0,10.5
6,2015,Richard Rodgers,GB,6,LAC,5,2,34,0,0,18,1.0,1.0,2500,5.4
7,2015,Richard Rodgers,GB,8,DEN,4,2,16,0,0,19,0.0,1.0,3200,3.6
8,2015,Richard Rodgers,GB,9,CAR,9,5,19,2,0,12,0.0,1.0,2500,18.9
9,2015,Richard Rodgers,GB,10,DET,5,5,32,1,0,27,1.0,1.0,2500,14.2
10,2015,Richard Rodgers,GB,11,MIN,5,3,7,0,0,15,0.0,0.0,2500,3.7
11,2015,Richard Rodgers,GB,12,CHI,7,4,30,0,0,13,1.0,1.0,2500,7.0
12,2015,Richard Rodgers,GB,13,DET,8,8,146,1,0,27,0.0,0.0,0,31.6
13,2015,Richard Rodgers,GB,14,DAL,2,1,3,1,0,1,1.0,1.0,2500,7.3
14,2015,Richard Rodgers,GB,15,OAK,4,1,7,0,0,30,0.0,1.0,2500,1.7
15,2015,Richard Rodgers,GB,16,ARI,3,1,2,0,0,20,0.0,1.0,2500,1.2
16,2015,Richard Rodgers,GB,17,MIN,8,7,59,1,0,15,1.0,1.0,3600,18.9
17,2016,Richard Rodgers,GB,1,JAX,3,1,22,0,0,16,0.0,1.0,2900,3.2
18,2016,Richard Rodgers,GB,2,MIN,2,2,25,0,0,11,0.0,0.0,2900,4.5
19,2016,Richard Rodgers,GB,3,DET,3,2,9,1,0,27,1.0,1.0,0,8.9
20,2016,Richard Rodgers,GB,5,NYG,5,1,6,0,0,20,1.0,1.0,2700,1.6
21,2016,Richard Rodgers,GB,6,DAL,3,2,15,0,0,32,1.0,1.0,4500,3.5
22,2016,Richard Rodgers,GB,7,CHI,1,1,7,0,0,9,1.0,1.0,2900,1.7
23,2016,Richard Rodgers,GB,9,IND,10,6,64,0,0,23,1.0,1.0,3400,12.4
24,2016,Richard Rodgers,GB,10,TEN,7,4,27,0,0,15,0.0,1.0,2500,6.7
25,2016,Richard Rodgers,GB,11,WAS,4,4,28,0,0,29,0.0,1.0,2500,6.8
26,2016,Richard Rodgers,GB,12,PHI,1,0,0,0,0,2,0.0,1.0,2500,0.0
27,2016,Richard Rodgers,GB,13,HOU,2,2,16,0,0,3,1.0,1.0,2500,3.6
28,2016,Richard Rodgers,GB,14,SEA,2,1,8,0,0,4,1.0,1.0,3000,1.8
29,2016,Richard Rodgers,GB,15,CHI,1,1,10,0,0,9,0.0,1.0,5500,2.0
30,2016,Richard Rodgers,GB,16,MIN,2,2,20,1,0,11,1.0,1.0,2500,10.0
31,2016,Richard Rodgers,GB,17,DET,1,1,14,0,0,27,0.0,0.0,0,2.4
32,2017,Richard Rodgers,GB,2,ATL,4,2,22,0,0,13,0.0,0.0,2600,4.2
33,2017,Richard Rodgers,GB,5,DAL,1,1,16,0,0,21,0.0,0.0,2500,2.6
34,2017,Richard Rodgers,GB,9,DET,2,1,5,0,0,16,1.0,1.0,2500,1.5
35,2017,Richard Rodgers,GB,10,CHI,1,1,8,0,0,12,0.0,1.0,2600,1.8
36,2017,Richard Rodgers,GB,11,BAL,1,1,3,0,0,24,1.0,1.0,2500,1.3
37,2017,Richard Rodgers,GB,12,PIT,3,1,25,0,0,4,0.0,1.0,0,3.5
38,2017,Richard Rodgers,GB,13,TB,2,1,4,0,0,3,1.0,1.0,2500,1.4
39,2017,Richard Rodgers,GB,14,CLE,1,0,0,0,0,30,0.0,1.0,2500,0.0
40,2017,Richard Rodgers,GB,15,CAR,4,4,77,1,0,6,0.0,1.0,3000,17.7
1,2017,Ricky Seals-Jones,ARI,5,PHI,1,0,0,0,0,14,0.0,1.0,2600,0.0
2,2017,Ricky Seals-Jones,ARI,11,HOU,5,3,54,2,0,27,0.0,0.0,2700,20.4
3,2017,Ricky Seals-Jones,ARI,12,JAX,6,4,72,1,0,11,1.0,1.0,4400,17.2
4,2017,Ricky Seals-Jones,ARI,13,LAR,5,2,44,0,0,20,1.0,1.0,3100,6.4
5,2017,Ricky Seals-Jones,ARI,14,TEN,3,1,20,0,0,19,1.0,1.0,5400,3.0
6,2017,Ricky Seals-Jones,ARI,15,WAS,6,2,11,0,0,28,0.0,1.0,5700,3.1
7,2017,Ricky Seals-Jones,ARI,16,NYG,1,0,0,0,0,31,1.0,1.0,2500,0.0
8,2017,Ricky Seals-Jones,ARI,17,SEA,1,0,0,0,0,9,0.0,0.0,2500,0.0
9,2018,Ricky Seals-Jones,ARI,1,WAS,6,3,19,0,0,14,1.0,1.0,2700,4.9
10,2018,Ricky Seals-Jones,ARI,2,LAR,6,4,17,0,0,23,0.0,1.0,2500,5.7
11,2018,Ricky Seals-Jones,ARI,3,CHI,3,1,35,1,0,18,1.0,1.0,2600,10.5
12,2018,Ricky Seals-Jones,ARI,4,SEA,4,2,52,0,0,7,1.0,1.0,2500,7.2
1,2018,Rico Gathers,DAL,2,NYG,2,0,0,0,0,7,1.0,0.0,2700,0.0
2,2018,Rico Gathers,DAL,4,DET,1,0,0,0,0,8,1.0,0.0,2500,0.0
1,2015,Rob Gronkowski,NE,1,PIT,8,5,94,3,0,25,1.0,0.0,7000,32.4
2,2015,Rob Gronkowski,NE,2,BUF,13,7,113,1,0,8,0.0,0.0,2500,27.3
3,2015,Rob Gronkowski,NE,3,JAX,7,4,101,0,0,28,1.0,0.0,4800,17.1
4,2015,Rob Gronkowski,NE,5,DAL,5,4,67,0,0,1,0.0,0.0,0,10.7
5,2015,Rob Gronkowski,NE,6,IND,5,3,50,1,0,23,0.0,0.0,2500,14.0
6,2015,Rob Gronkowski,NE,7,NYJ,16,11,108,1,0,3,1.0,0.0,4600,30.8
7,2015,Rob Gronkowski,NE,8,MIA,9,6,113,1,0,7,1.0,0.0,2900,26.3
8,2015,Rob Gronkowski,NE,9,WAS,5,4,47,0,0,16,1.0,0.0,2500,8.7
9,2015,Rob Gronkowski,NE,10,NYG,7,5,113,1,0,31,0.0,0.0,2500,25.3
10,2015,Rob Gronkowski,NE,11,BUF,7,2,37,0,0,8,1.0,0.0,2500,5.7
11,2015,Rob Gronkowski,NE,12,DEN,10,6,88,1,0,19,0.0,1.0,2500,20.8
12,2015,Rob Gronkowski,NE,14,HOU,4,4,87,1,0,10,0.0,0.0,2500,18.7
13,2015,Rob Gronkowski,NE,15,TEN,11,5,54,1,0,24,1.0,0.0,2500,16.4
14,2015,Rob Gronkowski,NE,16,NYJ,6,4,86,0,0,3,0.0,0.0,3400,12.6
15,2015,Rob Gronkowski,NE,17,MIA,7,2,18,0,0,7,0.0,1.0,2500,3.8
16,2016,Rob Gronkowski,NE,3,HOU,1,0,0,0,0,3,1.0,0.0,2500,0.0
17,2016,Rob Gronkowski,NE,4,BUF,2,1,11,0,0,6,1.0,0.0,2600,2.1
18,2016,Rob Gronkowski,NE,5,CLE,7,5,109,0,0,31,0.0,1.0,0,18.9
19,2016,Rob Gronkowski,NE,6,CIN,9,7,162,1,0,30,1.0,0.0,3100,32.2
20,2016,Rob Gronkowski,NE,7,PIT,4,4,93,1,0,17,0.0,1.0,3500,19.3
21,2016,Rob Gronkowski,NE,8,BUF,7,5,109,1,0,6,0.0,0.0,0,24.9
22,2016,Rob Gronkowski,NE,10,SEA,6,3,56,0,0,4,1.0,0.0,2500,8.6
23,2016,Rob Gronkowski,NE,12,NYJ,2,0,0,0,0,22,0.0,0.0,0,0.0
24,2017,Rob Gronkowski,NE,1,KC,6,2,33,0,0,7,1.0,0.0,6500,5.3
25,2017,Rob Gronkowski,NE,2,NO,9,6,116,1,0,2,0.0,0.0,2500,26.6
26,2017,Rob Gronkowski,NE,3,HOU,10,8,89,1,0,27,1.0,0.0,2500,22.9
27,2017,Rob Gronkowski,NE,4,CAR,5,4,80,0,0,6,1.0,0.0,0,12.0
28,2017,Rob Gronkowski,NE,6,NYJ,10,6,83,2,0,22,0.0,0.0,2600,26.3
29,2017,Rob Gronkowski,NE,7,ATL,7,3,51,0,0,13,1.0,0.0,0,8.1
30,2017,Rob Gronkowski,NE,8,LAC,9,5,57,1,0,8,1.0,0.0,2700,16.7
31,2017,Rob Gronkowski,NE,10,DEN,7,4,74,0,0,29,0.0,1.0,2500,11.4
32,2017,Rob Gronkowski,NE,11,OAK,3,3,37,0,0,26,0.0,1.0,2600,6.7
33,2017,Rob Gronkowski,NE,12,MIA,8,5,82,2,0,32,1.0,0.0,2500,25.2
34,2017,Rob Gronkowski,NE,13,BUF,11,9,147,0,0,25,0.0,0.0,2500,26.7
35,2017,Rob Gronkowski,NE,15,PIT,13,9,168,0,0,4,0.0,1.0,0,30.8
36,2017,Rob Gronkowski,NE,16,BUF,7,5,67,1,0,25,1.0,0.0,2500,17.7
37,2018,Rob Gronkowski,NE,1,HOU,8,7,123,1,1,25,1.0,0.0,6900,27.3
38,2018,Rob Gronkowski,NE,2,JAX,4,2,15,0,0,5,0.0,1.0,2500,3.5
39,2018,Rob Gronkowski,NE,3,DET,5,4,51,0,0,8,0.0,0.0,2500,9.1
40,2018,Rob Gronkowski,NE,4,MIA,7,4,44,0,0,14,1.0,0.0,4100,8.4
1,2015,Rob Housler,CLE,1,NYJ,1,0,0,0,0,3,0.0,0.0,2500,0.0
2,2015,Rob Housler,CLE,3,OAK,2,0,0,0,0,30,1.0,1.0,2500,0.0
3,2015,Rob Housler,CLE,5,BAL,1,1,6,0,0,4,0.0,1.0,2500,1.6
4,2015,Rob Housler,CHI,15,MIN,1,1,9,0,0,15,0.0,0.0,2900,1.9
5,2015,Rob Housler,CHI,17,DET,2,2,18,0,0,27,1.0,1.0,2700,3.8
1,2016,Ross Travis,KC,1,LAC,1,0,0,0,0,12,1.0,1.0,2500,0.0
2,2016,Ross Travis,KC,3,NYJ,2,2,10,0,0,22,1.0,1.0,2500,3.0
3,2016,Ross Travis,KC,4,PIT,1,0,0,0,0,17,0.0,1.0,2500,0.0
4,2016,Ross Travis,KC,10,CAR,2,1,5,0,0,28,0.0,1.0,2500,1.5
5,2017,Ross Travis,KC,1,NE,1,0,0,0,0,10,0.0,0.0,2500,0.0
6,2017,Ross Travis,KC,2,PHI,1,0,0,0,0,14,1.0,1.0,2500,0.0
7,2017,Ross Travis,KC,5,HOU,2,2,26,0,0,27,0.0,0.0,2900,4.6
8,2017,Ross Travis,KC,7,OAK,1,1,3,0,0,26,0.0,1.0,4500,1.3
9,2017,Ross Travis,KC,8,DEN,2,0,0,0,0,29,1.0,1.0,2500,0.0
10,2017,Ross Travis,KC,9,DAL,2,1,3,0,0,21,0.0,0.0,2500,1.3
11,2017,Ross Travis,KC,11,NYG,3,1,11,0,0,31,0.0,0.0,0,2.1
12,2017,Ross Travis,IND,14,BUF,2,0,0,0,0,25,0.0,0.0,2500,0.0
13,2017,Ross Travis,IND,15,DEN,2,2,33,0,0,29,1.0,0.0,0,5.3
14,2017,Ross Travis,IND,16,BAL,1,0,0,0,0,24,0.0,1.0,2500,0.0
1,2015,Ryan Griffin,HOU,1,KC,4,1,18,0,0,2,1.0,0.0,3500,2.8
2,2015,Ryan Griffin,HOU,10,CIN,6,3,36,0,0,17,0.0,0.0,2500,6.6
3,2015,Ryan Griffin,HOU,11,NYJ,2,2,6,0,0,3,1.0,0.0,2500,2.6
4,2015,Ryan Griffin,HOU,12,NO,5,4,72,1,0,32,1.0,0.0,2500,17.2
5,2015,Ryan Griffin,HOU,13,BUF,5,3,29,1,0,8,0.0,0.0,2500,11.9
6,2015,Ryan Griffin,HOU,14,NE,6,1,20,0,0,5,1.0,0.0,5400,3.0
7,2015,Ryan Griffin,HOU,15,IND,2,2,30,0,0,23,0.0,0.0,2500,5.0
8,2015,Ryan Griffin,HOU,16,TEN,1,1,13,0,0,24,0.0,1.0,4400,2.3
9,2015,Ryan Griffin,HOU,17,JAX,3,3,27,0,0,28,1.0,0.0,4600,5.7
10,2016,Ryan Griffin,HOU,1,CHI,2,2,17,0,0,9,1.0,0.0,2500,3.7
11,2016,Ryan Griffin,HOU,2,KC,2,1,5,0,0,5,1.0,0.0,6800,1.5
12,2016,Ryan Griffin,HOU,3,NE,10,8,52,0,0,8,0.0,0.0,2500,13.2
13,2016,Ryan Griffin,HOU,4,TEN,5,3,54,0,0,15,1.0,0.0,2500,8.4
14,2016,Ryan Griffin,HOU,5,MIN,6,2,8,0,0,11,0.0,0.0,2500,2.8
15,2016,Ryan Griffin,HOU,6,IND,5,3,31,0,0,23,1.0,0.0,2900,6.1
16,2016,Ryan Griffin,HOU,7,DEN,5,2,13,0,0,19,0.0,1.0,2500,3.3
17,2016,Ryan Griffin,HOU,8,DET,3,3,34,0,0,27,1.0,0.0,2500,6.4
18,2016,Ryan Griffin,HOU,10,JAX,4,3,7,1,0,16,0.0,1.0,2500,9.7
19,2016,Ryan Griffin,HOU,11,OAK,5,3,32,0,0,24,0.0,1.0,0,6.2
20,2016,Ryan Griffin,HOU,12,LAC,5,4,36,0,0,12,1.0,0.0,2500,7.6
21,2016,Ryan Griffin,HOU,13,GB,6,4,35,1,1,21,0.0,1.0,0,12.5
22,2016,Ryan Griffin,HOU,14,IND,2,2,23,0,0,23,0.0,0.0,2500,4.3
23,2016,Ryan Griffin,HOU,15,JAX,8,8,85,0,0,16,1.0,0.0,2500,16.5
24,2016,Ryan Griffin,HOU,16,CIN,2,0,0,0,0,30,1.0,0.0,0,0.0
25,2016,Ryan Griffin,HOU,17,TEN,4,2,10,0,0,15,0.0,1.0,0,3.0
26,2017,Ryan Griffin,HOU,1,JAX,1,0,0,0,0,11,1.0,0.0,2500,0.0
27,2017,Ryan Griffin,HOU,3,NE,6,5,61,1,0,10,0.0,0.0,2500,17.1
28,2017,Ryan Griffin,HOU,4,TEN,5,2,13,0,0,19,1.0,0.0,4900,3.3
29,2017,Ryan Griffin,HOU,5,KC,4,2,22,0,0,7,1.0,0.0,2800,4.2
30,2017,Ryan Griffin,HOU,6,CLE,8,3,52,0,0,30,1.0,0.0,2500,10.2
31,2017,Ryan Griffin,HOU,8,SEA,2,1,10,0,0,9,0.0,0.0,3400,2.0
32,2018,Ryan Griffin,HOU,1,NE,5,0,0,0,0,10,0.0,0.0,6600,0.0
33,2018,Ryan Griffin,HOU,2,TEN,1,1,19,0,0,1,0.0,1.0,0,2.9
34,2018,Ryan Griffin,HOU,3,NYG,4,2,44,0,0,7,1.0,0.0,0,6.4
35,2018,Ryan Griffin,HOU,4,IND,1,1,12,0,0,24,0.0,0.0,6200,2.2
1,2015,Ryan Hewitt,CIN,1,OAK,1,0,0,0,0,30,0.0,1.0,2500,0.0
2,2015,Ryan Hewitt,CIN,2,LAC,1,0,0,0,0,18,1.0,0.0,2500,0.0
3,2015,Ryan Hewitt,CIN,6,BUF,2,1,16,0,0,8,0.0,0.0,3300,2.6
4,2015,Ryan Hewitt,CIN,8,PIT,1,1,22,0,0,25,0.0,1.0,2500,3.2
5,2015,Ryan Hewitt,CIN,10,HOU,1,1,7,0,0,10,1.0,0.0,2500,1.7
6,2015,Ryan Hewitt,CIN,12,LAR,2,2,29,0,0,26,1.0,0.0,2500,4.9
7,2015,Ryan Hewitt,CIN,13,CLE,1,1,7,0,0,6,0.0,1.0,2500,1.7
8,2015,Ryan Hewitt,CIN,14,PIT,1,1,9,0,0,25,1.0,0.0,2500,1.9
9,2015,Ryan Hewitt,CIN,15,SF,2,1,9,0,0,9,0.0,1.0,2500,1.9
10,2016,Ryan Hewitt,CIN,12,BAL,2,1,5,0,0,10,0.0,1.0,2500,1.5
11,2016,Ryan Hewitt,CIN,16,HOU,1,1,8,0,0,3,0.0,0.0,2500,1.8
12,2017,Ryan Hewitt,CIN,4,CLE,1,1,16,0,0,30,0.0,1.0,2500,2.6
13,2017,Ryan Hewitt,CIN,14,CHI,1,1,6,0,0,12,1.0,0.0,3200,1.6
14,2018,Ryan Hewitt,IND,2,WAS,1,0,0,0,0,14,0.0,1.0,2600,0.0
1,2017,Ryan Malleck,HOU,16,PIT,1,1,3,0,0,4,1.0,0.0,2500,1.3
1,2015,Scott Chandler,NE,1,PIT,1,1,1,1,0,25,1.0,0.0,2900,7.1
2,2015,Scott Chandler,NE,2,BUF,5,3,23,0,0,8,0.0,0.0,3000,5.3
3,2015,Scott Chandler,NE,3,JAX,2,2,25,0,0,28,1.0,0.0,2800,4.5
4,2015,Scott Chandler,NE,6,IND,3,2,39,0,0,23,0.0,0.0,0,5.9
5,2015,Scott Chandler,NE,7,NYJ,2,2,34,0,0,3,1.0,0.0,2500,5.4
6,2015,Scott Chandler,NE,8,MIA,2,1,9,0,0,7,1.0,0.0,2700,1.9
7,2015,Scott Chandler,NE,9,WAS,3,1,5,0,0,16,1.0,0.0,2500,1.5
8,2015,Scott Chandler,NE,10,NYG,3,1,1,1,0,31,0.0,0.0,2500,7.1
9,2015,Scott Chandler,NE,11,BUF,2,1,3,0,0,8,1.0,0.0,2500,1.3
10,2015,Scott Chandler,NE,12,DEN,11,5,58,1,0,19,0.0,1.0,2500,16.8
11,2015,Scott Chandler,NE,13,PHI,7,4,61,1,0,11,1.0,0.0,2900,16.1
12,2015,Scott Chandler,NE,17,MIA,1,0,0,0,0,7,0.0,1.0,2500,0.0
1,2015,Scott Simonson,CAR,14,ATL,1,1,10,0,0,29,1.0,1.0,2500,2.0
2,2018,Scott Simonson,NYG,4,NO,1,1,7,0,0,4,1.0,0.0,2500,1.7
1,2016,Sean McGrath,LAC,3,IND,1,1,13,0,0,23,0.0,0.0,0,2.3
2,2016,Sean McGrath,LAC,10,MIA,1,1,12,0,0,25,0.0,1.0,2500,2.2
3,2017,Sean McGrath,LAC,2,MIA,1,1,10,0,0,32,0.0,1.0,3000,2.0
4,2017,Sean McGrath,LAC,11,BUF,1,1,10,0,0,25,0.0,0.0,3700,2.0
5,2017,Sean McGrath,LAC,16,NYJ,2,2,26,0,0,22,0.0,0.0,3200,4.6
1,2016,Seth DeValve,CLE,8,NYJ,1,1,5,0,0,22,1.0,1.0,2500,1.5
2,2016,Seth DeValve,CLE,10,BAL,1,1,25,1,0,10,0.0,1.0,4000,9.5
3,2016,Seth DeValve,CLE,11,PIT,1,1,8,0,0,17,1.0,1.0,2500,1.8
4,2016,Seth DeValve,CLE,12,NYG,4,3,39,0,0,20,1.0,1.0,2500,6.9
5,2016,Seth DeValve,CLE,14,CIN,2,1,11,0,0,30,1.0,1.0,2500,2.1
