games,year,Name,Team,Week,Opponent,tar,rec,yds,td,yds/tar,yds/rec,def_rk,h/a_1,surface_0,points
65,2016,John Phillips,DEN,2,IND,0,0,0,0,0.0,0.0,23,1.0,1.0,0.0
66,2016,John Phillips,DEN,3,CIN,4,2,9,1,2.2,4.5,30,0.0,0.0,6.9
67,2016,John Phillips,DEN,4,TB,0,0,0,0,0.0,0.0,14,0.0,1.0,0.0
68,2016,John Phillips,DEN,5,ATL,1,0,0,0,0.0,0.0,26,1.0,1.0,0.0
69,2016,John Phillips,DEN,6,LAC,3,3,31,0,10.3,10.3,12,0.0,1.0,3.1
70,2016,John Phillips,DEN,7,HOU,0,0,0,0,0.0,0.0,3,1.0,1.0,0.0
71,2016,John Phillips,DEN,8,LAC,0,0,0,0,0.0,0.0,12,1.0,1.0,0.0
72,2016,John Phillips,NO,10,DEN,0,0,0,0,0.0,0.0,19,1.0,0.0,0.0
73,2016,John Phillips,NO,11,CAR,1,1,0,0,0.0,0.0,28,0.0,1.0,0.0
74,2016,John Phillips,NO,12,LAR,0,0,0,0,0.0,0.0,7,1.0,0.0,0.0
75,2016,John Phillips,NO,13,DET,0,0,0,0,0.0,0.0,27,1.0,0.0,0.0
76,2016,John Phillips,NO,14,TB,1,1,8,0,8.0,8.0,14,0.0,1.0,0.8
77,2016,John Phillips,NO,15,ARI,1,1,9,0,9.0,9.0,1,0.0,1.0,0.9
78,2016,John Phillips,NO,16,TB,2,2,15,0,7.5,7.5,14,1.0,0.0,1.5
79,2016,John Phillips,NO,17,ATL,1,0,0,0,0.0,0.0,26,0.0,0.0,0.0
80,2017,John Phillips,NO,16,ATL,0,0,0,0,0.0,0.0,13,1.0,0.0,0.0
1,2017,Johnny Mundt,LAR,10,HOU,0,0,0,0,0.0,0.0,27,1.0,1.0,0.0
2,2017,Johnny Mundt,LAR,11,MIN,0,0,0,0,0.0,0.0,1,1.0,1.0,0.0
1,2017,Jonnu Smith,TEN,1,OAK,1,0,0,0,0.0,0.0,26,1.0,1.0,0.0
2,2017,Jonnu Smith,TEN,2,JAX,3,2,30,1,10.0,15.0,11,0.0,1.0,9.0
3,2017,Jonnu Smith,TEN,3,SEA,2,1,24,1,12.0,24.0,9,1.0,1.0,8.4
4,2017,Jonnu Smith,TEN,4,HOU,0,0,0,0,0.0,0.0,27,0.0,0.0,0.0
5,2017,Jonnu Smith,TEN,5,MIA,5,5,21,0,4.2,4.2,32,0.0,1.0,2.1
6,2017,Jonnu Smith,TEN,6,IND,1,1,10,0,10.0,10.0,18,1.0,1.0,1.0
7,2017,Jonnu Smith,TEN,7,CLE,4,2,22,0,5.5,11.0,30,0.0,1.0,2.2
8,2017,Jonnu Smith,TEN,9,BAL,1,0,0,0,0.0,0.0,24,1.0,1.0,0.0
9,2017,Jonnu Smith,TEN,10,CIN,5,2,20,0,4.0,10.0,23,1.0,1.0,2.0
10,2017,Jonnu Smith,TEN,11,PIT,1,0,0,0,0.0,0.0,4,0.0,1.0,0.0
11,2017,Jonnu Smith,TEN,12,IND,0,0,0,0,0.0,0.0,18,0.0,0.0,0.0
12,2017,Jonnu Smith,TEN,13,HOU,1,0,0,0,0.0,0.0,27,1.0,1.0,0.0
13,2017,Jonnu Smith,TEN,14,ARI,0,0,0,0,0.0,0.0,17,0.0,1.0,0.0
14,2017,Jonnu Smith,TEN,15,SF,1,1,5,0,5.0,5.0,15,0.0,1.0,0.5
15,2017,Jonnu Smith,TEN,16,LAR,2,1,13,0,6.5,13.0,20,1.0,1.0,1.3
16,2017,Jonnu Smith,TEN,17,JAX,3,3,12,0,4.0,4.0,11,1.0,1.0,1.2
17,2018,Jonnu Smith,TEN,1,MIA,3,1,12,0,4.0,12.0,21,0.0,1.0,2.2
18,2018,Jonnu Smith,TEN,3,JAX,2,1,9,0,4.5,9.0,5,0.0,1.0,1.9
19,2018,Jonnu Smith,TEN,6,BAL,1,1,12,0,12.0,12.0,15,1.0,1.0,2.2
1,2018,Jordan Akins,HOU,1,NE,2,2,11,0,5.5,5.5,28,0.0,0.0,3.1
2,2018,Jordan Akins,HOU,2,TEN,2,2,21,0,10.5,10.5,1,0.0,1.0,4.1
3,2018,Jordan Akins,HOU,3,NYG,1,1,18,0,18.0,18.0,9,1.0,0.0,2.8
4,2018,Jordan Akins,HOU,4,IND,3,2,24,0,8.0,12.0,25,0.0,0.0,4.4
5,2018,Jordan Akins,HOU,5,DAL,2,1,9,0,4.5,9.0,11,1.0,0.0,1.9
1,2012,Jordan Cameron,CLE,1,PHI,1,0,0,0,0.0,0.0,4,1.0,1.0,0.0
2,2012,Jordan Cameron,CLE,2,CIN,0,0,0,0,0.0,0.0,15,0.0,0.0,0.0
3,2012,Jordan Cameron,CLE,3,BUF,7,5,45,0,6.4,9.0,1,1.0,1.0,4.5
4,2012,Jordan Cameron,CLE,4,BAL,6,1,15,0,2.5,15.0,12,0.0,1.0,1.5
5,2012,Jordan Cameron,CLE,5,NYG,2,2,26,0,13.0,13.0,22,0.0,0.0,2.6
6,2012,Jordan Cameron,CLE,6,CIN,3,2,38,0,12.7,19.0,15,1.0,1.0,3.8
7,2012,Jordan Cameron,CLE,7,IND,1,1,4,0,4.0,4.0,29,0.0,0.0,0.4
8,2012,Jordan Cameron,CLE,8,LAC,4,1,12,0,3.0,12.0,6,1.0,1.0,1.2
9,2012,Jordan Cameron,CLE,9,BAL,2,0,0,0,0.0,0.0,12,1.0,1.0,0.0
10,2012,Jordan Cameron,CLE,11,DAL,2,0,0,0,0.0,0.0,32,0.0,0.0,0.0
11,2012,Jordan Cameron,CLE,12,PIT,2,2,12,1,6.0,6.0,19,1.0,1.0,7.2
12,2012,Jordan Cameron,CLE,13,OAK,5,2,30,0,6.0,15.0,20,0.0,1.0,3.0
13,2012,Jordan Cameron,CLE,14,KC,2,1,10,0,5.0,10.0,8,1.0,1.0,1.0
14,2012,Jordan Cameron,CLE,15,WAS,3,3,34,0,11.3,11.3,30,1.0,1.0,3.4
15,2013,Jordan Cameron,CLE,1,MIA,13,9,108,1,8.3,12.0,14,1.0,1.0,16.8
16,2013,Jordan Cameron,CLE,2,BAL,7,5,95,0,13.6,19.0,5,0.0,1.0,9.5
17,2013,Jordan Cameron,CLE,3,MIN,11,6,66,3,6.0,11.0,19,0.0,0.0,24.6
18,2013,Jordan Cameron,CLE,4,CIN,12,10,91,1,7.6,9.1,21,1.0,1.0,15.1
19,2013,Jordan Cameron,CLE,5,BUF,5,3,36,0,7.2,12.0,11,1.0,1.0,3.6
20,2013,Jordan Cameron,CLE,6,DET,6,5,64,0,10.7,12.8,15,1.0,1.0,6.4
21,2013,Jordan Cameron,CLE,7,GB,9,7,55,1,6.1,7.9,2,0.0,1.0,11.5
22,2013,Jordan Cameron,CLE,8,KC,4,4,81,0,20.2,20.2,3,0.0,1.0,8.1
23,2013,Jordan Cameron,CLE,9,BAL,5,1,4,0,0.8,4.0,5,1.0,1.0,0.4
24,2013,Jordan Cameron,CLE,11,CIN,7,6,29,0,4.1,4.8,21,0.0,0.0,2.9
25,2013,Jordan Cameron,CLE,12,PIT,10,3,32,0,3.2,10.7,9,1.0,1.0,3.2
26,2013,Jordan Cameron,CLE,13,JAX,7,4,43,0,6.1,10.8,13,1.0,1.0,4.3
27,2013,Jordan Cameron,CLE,14,NE,9,9,121,1,13.4,13.4,29,0.0,0.0,18.1
28,2013,Jordan Cameron,CLE,15,CHI,6,3,23,0,3.8,7.7,20,1.0,1.0,2.3
29,2013,Jordan Cameron,CLE,17,PIT,7,5,69,0,9.9,13.8,9,0.0,1.0,6.9
30,2014,Jordan Cameron,CLE,1,PIT,5,2,47,0,9.4,23.5,13,1.0,1.0,4.7
31,2014,Jordan Cameron,CLE,3,BAL,3,1,23,0,7.7,23.0,4,1.0,1.0,2.3
32,2014,Jordan Cameron,CLE,5,TEN,7,3,33,0,4.7,11.0,22,1.0,1.0,3.3
33,2014,Jordan Cameron,CLE,6,PIT,5,3,102,1,20.4,34.0,13,1.0,1.0,16.2
34,2014,Jordan Cameron,CLE,7,JAX,6,1,5,0,0.8,5.0,30,0.0,1.0,0.5
35,2014,Jordan Cameron,CLE,8,OAK,5,3,40,0,8.0,13.3,16,1.0,1.0,4.0
36,2014,Jordan Cameron,CLE,14,IND,5,4,41,0,8.2,10.2,5,1.0,1.0,4.1
37,2014,Jordan Cameron,CLE,15,CIN,1,1,4,0,4.0,4.0,6,1.0,1.0,0.4
38,2014,Jordan Cameron,CLE,16,CAR,5,3,88,1,17.6,29.3,21,0.0,1.0,14.8
39,2014,Jordan Cameron,CLE,17,BAL,6,3,41,0,6.8,13.7,4,0.0,1.0,4.1
40,2015,Jordan Cameron,MIA,1,WAS,7,4,73,0,10.4,18.2,16,0.0,1.0,7.3
41,2015,Jordan Cameron,MIA,2,JAX,4,3,62,0,15.5,20.7,28,0.0,1.0,6.2
42,2015,Jordan Cameron,MIA,3,BUF,8,3,16,0,2.0,5.3,8,1.0,1.0,1.6
43,2015,Jordan Cameron,MIA,4,NYJ,9,2,19,0,2.1,9.5,3,1.0,1.0,1.9
44,2015,Jordan Cameron,MIA,6,TEN,8,3,30,1,3.8,10.0,24,0.0,1.0,9.0
45,2015,Jordan Cameron,MIA,7,HOU,2,2,23,0,11.5,11.5,10,1.0,1.0,2.3
46,2015,Jordan Cameron,MIA,8,NE,5,2,34,0,6.8,17.0,5,0.0,0.0,3.4
47,2015,Jordan Cameron,MIA,9,BUF,1,1,6,0,6.0,6.0,8,0.0,0.0,0.6
48,2015,Jordan Cameron,MIA,10,PHI,3,1,5,0,1.7,5.0,11,0.0,1.0,0.5
49,2015,Jordan Cameron,MIA,11,DAL,5,2,21,1,4.2,10.5,1,1.0,1.0,8.1
50,2015,Jordan Cameron,MIA,12,NYJ,3,2,13,0,4.3,6.5,3,0.0,0.0,1.3
51,2015,Jordan Cameron,MIA,13,BAL,3,1,4,0,1.3,4.0,4,1.0,1.0,0.4
52,2015,Jordan Cameron,MIA,14,NYG,4,3,35,0,8.8,11.7,31,1.0,1.0,3.5
53,2015,Jordan Cameron,MIA,15,LAC,1,1,5,0,5.0,5.0,18,0.0,1.0,0.5
54,2015,Jordan Cameron,MIA,16,IND,3,3,34,0,11.3,11.3,23,1.0,1.0,3.4
55,2015,Jordan Cameron,MIA,17,NE,4,2,6,1,1.5,3.0,5,1.0,1.0,6.6
56,2016,Jordan Cameron,MIA,1,SEA,3,2,6,0,2.0,3.0,4,0.0,0.0,0.6
57,2016,Jordan Cameron,MIA,2,NE,7,5,49,1,7.0,9.8,8,0.0,0.0,10.9
58,2016,Jordan Cameron,MIA,3,CLE,1,1,5,0,5.0,5.0,31,1.0,1.0,0.5
1,2018,Jordan Leggett,NYJ,4,JAX,4,3,13,1,3.2,4.3,5,0.0,1.0,10.3
2,2018,Jordan Leggett,NYJ,5,DEN,1,1,10,0,10.0,10.0,20,1.0,0.0,2.0
1,2013,Jordan Reed,WAS,1,PHI,6,5,38,0,6.3,7.6,10,1.0,1.0,3.8
2,2013,Jordan Reed,WAS,2,GB,3,3,18,1,6.0,6.0,2,0.0,1.0,7.8
3,2013,Jordan Reed,WAS,3,DET,6,5,50,0,8.3,10.0,15,1.0,1.0,5.0
4,2013,Jordan Reed,WAS,6,DAL,6,4,58,0,9.7,14.5,22,0.0,0.0,5.8
5,2013,Jordan Reed,WAS,7,CHI,9,9,134,1,14.9,14.9,20,1.0,1.0,19.4
6,2013,Jordan Reed,WAS,8,DEN,14,8,90,0,6.4,11.2,31,0.0,1.0,9.0
7,2013,Jordan Reed,WAS,9,LAC,5,4,37,0,7.4,9.2,7,1.0,1.0,5.5
8,2013,Jordan Reed,WAS,10,MIN,9,6,62,1,6.9,10.3,19,0.0,0.0,12.2
9,2013,Jordan Reed,WAS,11,PHI,1,1,12,0,12.0,12.0,10,0.0,1.0,1.2
10,2014,Jordan Reed,WAS,1,HOU,1,1,4,0,4.0,4.0,15,1.0,1.0,0.4
11,2014,Jordan Reed,WAS,6,ARI,11,8,92,0,8.4,11.5,32,0.0,1.0,9.2
12,2014,Jordan Reed,WAS,7,TEN,6,5,54,0,9.0,10.8,22,1.0,1.0,5.4
13,2014,Jordan Reed,WAS,8,DAL,7,7,40,0,5.7,5.7,31,0.0,0.0,4.0
14,2014,Jordan Reed,WAS,9,MIN,1,1,17,0,17.0,17.0,29,1.0,1.0,1.7
15,2014,Jordan Reed,WAS,11,TB,3,2,22,0,7.3,11.0,23,1.0,1.0,2.2
16,2014,Jordan Reed,WAS,13,IND,11,9,123,0,11.2,13.7,5,1.0,1.0,12.3
17,2014,Jordan Reed,WAS,14,LAR,7,3,25,0,3.6,8.3,1,1.0,1.0,2.5
18,2014,Jordan Reed,WAS,15,NYG,4,3,13,0,3.2,4.3,18,0.0,0.0,1.3
19,2014,Jordan Reed,WAS,16,PHI,4,2,5,0,1.2,2.5,12,1.0,1.0,0.5
20,2014,Jordan Reed,WAS,17,DAL,10,9,70,0,7.0,7.8,31,1.0,1.0,5.0
21,2015,Jordan Reed,WAS,1,MIA,11,7,63,1,5.7,9.0,7,1.0,1.0,12.3
22,2015,Jordan Reed,WAS,2,LAR,6,6,82,0,13.7,13.7,26,1.0,1.0,8.2
23,2015,Jordan Reed,WAS,3,NYG,9,6,96,0,10.7,16.0,31,0.0,0.0,9.6
24,2015,Jordan Reed,WAS,4,PHI,8,5,37,0,4.6,7.4,11,1.0,1.0,1.7
25,2015,Jordan Reed,WAS,7,TB,13,11,72,2,5.5,6.5,21,1.0,1.0,19.2
26,2015,Jordan Reed,WAS,9,NE,7,3,18,1,2.6,6.0,5,0.0,0.0,7.8
27,2015,Jordan Reed,WAS,10,NO,4,3,29,2,7.2,9.7,32,1.0,1.0,14.9
28,2015,Jordan Reed,WAS,11,CAR,8,6,46,0,5.8,7.7,12,0.0,1.0,2.6
29,2015,Jordan Reed,WAS,12,NYG,9,8,98,0,10.9,12.2,31,1.0,1.0,9.8
30,2015,Jordan Reed,WAS,13,DAL,8,3,33,0,4.1,11.0,1,1.0,1.0,3.3
31,2015,Jordan Reed,WAS,14,CHI,9,9,120,1,13.3,13.3,13,0.0,1.0,18.0
32,2015,Jordan Reed,WAS,15,BUF,7,7,84,2,12.0,12.0,8,1.0,1.0,20.4
33,2015,Jordan Reed,WAS,16,PHI,11,9,129,2,11.7,14.3,11,0.0,1.0,24.9
34,2015,Jordan Reed,WAS,17,DAL,4,4,45,0,11.2,11.2,1,0.0,0.0,4.5
35,2016,Jordan Reed,WAS,1,PIT,11,7,64,0,5.8,9.1,17,1.0,1.0,6.4
36,2016,Jordan Reed,WAS,2,DAL,7,5,70,0,10.0,14.0,32,1.0,1.0,7.0
37,2016,Jordan Reed,WAS,3,NYG,7,4,56,0,8.0,14.0,20,0.0,0.0,5.6
38,2016,Jordan Reed,WAS,4,CLE,10,9,73,2,7.3,8.1,31,1.0,1.0,19.3
39,2016,Jordan Reed,WAS,5,BAL,11,8,53,0,4.8,6.6,10,0.0,1.0,5.3
40,2016,Jordan Reed,WAS,8,CIN,13,9,99,1,7.6,11.0,30,0.0,0.0,15.9
41,2016,Jordan Reed,WAS,10,MIN,4,2,41,0,10.2,20.5,11,1.0,1.0,4.1
42,2016,Jordan Reed,WAS,11,GB,6,5,79,0,13.2,15.8,21,1.0,1.0,7.9
43,2016,Jordan Reed,WAS,12,DAL,12,10,95,2,7.9,9.5,32,0.0,0.0,21.5
44,2016,Jordan Reed,WAS,14,PHI,1,1,10,0,10.0,10.0,2,0.0,1.0,1.0
45,2016,Jordan Reed,WAS,15,CAR,1,1,6,0,6.0,6.0,28,1.0,1.0,0.6
46,2016,Jordan Reed,WAS,17,NYG,6,5,40,1,6.7,8.0,20,1.0,1.0,8.0
47,2017,Jordan Reed,WAS,1,PHI,8,5,36,0,4.5,7.2,14,1.0,1.0,3.6
48,2017,Jordan Reed,WAS,2,LAR,6,6,48,0,8.0,8.0,20,0.0,1.0,4.8
49,2017,Jordan Reed,WAS,4,KC,5,3,21,0,4.2,7.0,7,0.0,1.0,2.1
50,2017,Jordan Reed,WAS,6,SF,5,4,37,0,7.4,9.2,15,1.0,1.0,3.7
51,2017,Jordan Reed,WAS,7,PHI,10,8,64,2,6.4,8.0,14,0.0,1.0,18.4
52,2017,Jordan Reed,WAS,8,DAL,1,1,5,0,5.0,5.0,21,1.0,1.0,0.5
53,2018,Jordan Reed,WAS,1,ARI,5,4,48,1,9.6,12.0,6,0.0,1.0,14.8
54,2018,Jordan Reed,WAS,2,IND,8,6,55,0,6.9,9.2,25,1.0,1.0,10.5
55,2018,Jordan Reed,WAS,3,GB,7,4,65,0,9.3,16.2,10,1.0,1.0,10.5
56,2018,Jordan Reed,WAS,5,NO,2,1,21,0,10.5,21.0,4,0.0,0.0,3.1
57,2018,Jordan Reed,WAS,6,CAR,9,5,36,0,4.0,7.2,31,1.0,1.0,8.6
1,2018,Jordan Thomas,HOU,1,NE,2,1,27,0,13.5,27.0,28,0.0,0.0,3.7
2,2018,Jordan Thomas,HOU,3,NYG,2,2,53,0,26.5,26.5,9,1.0,0.0,7.3
3,2018,Jordan Thomas,HOU,5,DAL,1,1,11,0,11.0,11.0,11,1.0,0.0,2.1
1,2014,Jordan Thompson,DET,7,NO,1,0,0,0,0.0,0.0,9,1.0,0.0,0.0
2,2014,Jordan Thompson,DET,8,ATL,0,0,0,0,0.0,0.0,19,1.0,0.0,0.0
1,2013,Joseph Fauria,DET,1,MIN,3,3,27,1,9.0,9.0,19,1.0,0.0,8.7
2,2013,Joseph Fauria,DET,2,ARI,0,0,0,0,0.0,0.0,1,0.0,1.0,0.0
3,2013,Joseph Fauria,DET,3,WAS,3,1,5,1,1.7,5.0,32,0.0,1.0,6.5
4,2013,Joseph Fauria,DET,4,CHI,0,0,0,0,0.0,0.0,20,1.0,0.0,0.0
5,2013,Joseph Fauria,DET,5,GB,0,0,0,0,0.0,0.0,2,0.0,1.0,0.0
6,2013,Joseph Fauria,DET,6,CLE,3,3,34,3,11.3,11.3,8,0.0,1.0,21.4
7,2013,Joseph Fauria,DET,7,CIN,4,1,15,0,3.8,15.0,21,1.0,0.0,1.5
8,2013,Joseph Fauria,DET,8,DAL,0,0,0,0,0.0,0.0,22,1.0,0.0,0.0
9,2013,Joseph Fauria,DET,10,CHI,2,1,25,0,12.5,25.0,20,0.0,1.0,2.5
10,2013,Joseph Fauria,DET,11,PIT,2,1,14,0,7.0,14.0,9,0.0,1.0,1.4
11,2013,Joseph Fauria,DET,12,TB,1,1,10,1,10.0,10.0,28,1.0,0.0,7.0
12,2013,Joseph Fauria,DET,13,GB,1,0,0,0,0.0,0.0,2,1.0,0.0,0.0
13,2013,Joseph Fauria,DET,14,PHI,0,0,0,0,0.0,0.0,10,0.0,1.0,0.0
14,2013,Joseph Fauria,DET,15,BAL,1,1,14,1,14.0,14.0,5,1.0,0.0,7.4
15,2013,Joseph Fauria,DET,16,NYG,7,3,43,0,6.1,14.3,18,1.0,0.0,6.3
16,2013,Joseph Fauria,DET,17,MIN,3,3,20,0,6.7,6.7,19,0.0,0.0,2.0
17,2014,Joseph Fauria,DET,1,NYG,3,1,26,0,8.7,26.0,18,1.0,0.0,4.6
18,2014,Joseph Fauria,DET,2,CAR,1,1,20,0,20.0,20.0,21,0.0,1.0,2.0
19,2014,Joseph Fauria,DET,3,GB,2,1,3,0,1.5,3.0,20,1.0,0.0,0.3
