Name,Opponent,PlayerID,Team,Week,att,def_rk,fum,h/a_1,points,rec,rec_td,rec_yds,ru_att,ru_td,ru_yds,ru_yds/att,salary,surface_0,tar,td,yds,yds/att,year
Chris Ivory,TEN,12239,NYJ,14,,4,0,1.0,14.7,1,,,22.0,0.0,101.0,4.6,5800,0.0,2,0,6,,2015
LeGarrette Blount,HOU,12296,NE,14,,7,0,0.0,5.3,0,,,10.0,0.0,53.0,5.3,5100,0.0,0,0,0,,2015
Danny Woodhead,KC,12317,LAC,14,,3,0,0.0,4.3,3,,,3.0,0.0,5.0,1.7,5200,1.0,6,0,8,,2015
Joique Bell,LAR,12323,DET,14,,23,0,0.0,9.5,2,,,7.0,0.0,50.0,7.1,3300,1.0,2,0,25,,2015
James Starks,DAL,12506,GB,14,,25,0,1.0,26.3,4,,,11.0,1.0,71.0,6.5,4800,1.0,4,1,32,,2015
Bilal Powell,TEN,12800,NYJ,14,,4,0,1.0,19.2,5,,,3.0,0.0,36.0,12.0,4200,0.0,5,1,46,,2015
DeMarco Murray,BUF,13124,PHI,14,,10,0,1.0,5.7,2,,,11.0,0.0,34.0,3.1,3300,1.0,2,0,3,,2015
Shaun Draughn,CLE,13158,SF,14,,16,0,0.0,7.1,2,,,11.0,0.0,43.0,3.9,6100,1.0,3,0,8,,2015
Matt Asiata,ARI,13255,MIN,14,,8,0,0.0,5.0,2,,,0.0,0.0,0.0,0.0,3800,1.0,2,0,30,,2015
Chris Polk,NE,13735,HOU,14,,12,0,1.0,6.8,2,,,11.0,0.0,34.0,3.1,3000,0.0,2,0,14,,2015
Brandon Bolden,HOU,13741,NE,14,,7,0,0.0,5.1,0,,,16.0,0.0,51.0,3.2,6400,0.0,0,0,0,,2015
Lamar Miller,NYG,13791,MIA,14,,24,0,1.0,20.9,0,,,12.0,2.0,89.0,7.4,3200,1.0,0,0,0,,2015
Ronnie Hillman,OAK,14046,DEN,14,,21,0,1.0,13.1,7,,,12.0,0.0,20.0,1.7,6100,1.0,9,0,41,,2015
Alfred Morris,CHI,14269,WAS,14,,22,0,0.0,8.4,0,,,11.0,1.0,24.0,2.2,4000,1.0,1,0,0,,2015
Travaris Cadet,CLE,14352,SF,14,,16,0,0.0,5.4,2,,,2.0,0.0,6.0,3.0,3800,1.0,2,0,28,,2015
Doug Martin,NO,14385,TB,14,,29,0,1.0,15.6,1,,,11.0,1.0,81.0,7.4,5800,1.0,3,0,5,,2015
Robert Turbin,GB,14533,DAL,14,,13,0,0.0,11.1,0,,,7.0,1.0,51.0,7.3,3200,1.0,0,0,0,,2015
Jonathan Grimes,NE,14719,HOU,14,,12,0,1.0,8.2,2,,,7.0,0.0,53.0,7.6,3000,0.0,2,0,9,,2015
Dan Herron,JAX,14788,IND,14,,27,0,0.0,4.1,2,,,4.0,0.0,16.0,4.0,3300,1.0,2,0,5,,2015
Mike Gillislee,PHI,14872,BUF,14,,28,0,0.0,10.0,1,,,3.0,1.0,24.0,8.0,4500,1.0,1,0,6,,2015
Giovani Bernard,PIT,14916,CIN,14,,2,0,1.0,9.7,3,,,6.0,0.0,40.0,6.7,3500,0.0,5,0,27,,2015
Rex Burkhead,PIT,14917,CIN,14,,2,0,1.0,7.5,1,,,0.0,0.0,0.0,0.0,3700,0.0,1,1,5,,2015
Denard Robinson,IND,15018,JAX,14,,18,0,1.0,15.7,1,,,14.0,1.0,75.0,5.4,5400,1.0,2,0,12,,2015
Theo Riddick,LAR,15126,DET,14,,23,0,0.0,13.2,7,,,3.0,0.0,18.0,6.0,3200,1.0,11,0,44,,2015
Eddie Lacy,DAL,15138,GB,14,,25,0,1.0,24.8,1,,,24.0,1.0,124.0,5.2,3500,1.0,1,0,24,,2015
Spencer Ware,LAC,15261,KC,14,,26,0,1.0,5.2,0,,,8.0,0.0,52.0,6.5,4700,1.0,0,0,0,,2015
Fozzy Whittaker,ATL,15616,CAR,14,,30,0,1.0,9.8,1,,,8.0,1.0,34.0,4.2,3000,1.0,1,0,-6,,2015
James White,HOU,16056,NE,14,,7,0,0.0,14.0,4,,,1.0,1.0,2.0,2.0,3500,0.0,6,0,38,,2015
Jeremy Hill,PIT,16112,CIN,14,,2,0,1.0,4.4,2,,,7.0,0.0,16.0,2.3,3800,0.0,2,0,8,,2015
Isaiah Crowell,SF,16127,CLE,14,,32,0,1.0,31.4,1,,,20.0,2.0,145.0,7.2,3000,1.0,1,0,9,,2015
Antonio Andrews,NYJ,16163,TEN,14,,5,0,0.0,8.04,1,,,4.0,0.0,8.0,2.0,4700,0.0,2,0,6,,2015
Zurlon Tipton,JAX,16240,IND,14,,27,0,0.0,9.7,4,,,1.0,0.0,7.0,7.0,3200,1.0,5,0,50,,2015
Juwan Thompson,OAK,16287,DEN,14,,21,0,1.0,6.9,4,,,5.0,0.0,8.0,1.6,3700,1.0,6,0,21,,2015
Charcandrick West,LAC,16307,KC,14,,26,0,1.0,5.4,0,,,10.0,0.0,54.0,5.4,4500,1.0,1,0,0,,2015
Devonta Freeman,CAR,16524,ATL,14,,19,1,0.0,8.2,3,,,12.0,0.0,40.0,3.3,3500,1.0,5,0,22,,2015
Charles Sims,NO,16609,TB,14,,29,0,1.0,13.4,6,,,5.0,0.0,10.0,2.0,3000,1.0,8,0,64,,2015
Todd Gurley,DET,16771,LAR,14,,17,0,0.0,30.7,1,,,16.0,2.0,140.0,8.8,7500,0.0,2,0,7,,2015
Melvin Gordon,KC,16776,LAC,14,,3,0,0.0,10.3,4,,,14.0,0.0,35.0,2.5,3800,1.0,4,0,28,,2015
TJ Yeldon,IND,16797,JAX,14,,18,0,1.0,7.3,1,,,11.0,0.0,62.0,5.6,4800,1.0,1,0,1,,2015
Ameer Abdullah,LAR,16815,DET,14,,23,0,0.0,6.4,2,,,7.0,0.0,23.0,3.3,3300,1.0,2,0,21,,2015
Duke Johnson,SF,16838,CLE,14,,32,0,1.0,9.4,1,,,13.0,0.0,78.0,6.0,4300,1.0,3,0,6,,2015
David Johnson,MIN,16847,ARI,14,,9,0,1.0,17.3,5,,,19.0,0.0,92.0,4.8,3900,1.0,7,0,31,,2015
Matt Jones,CHI,16856,WAS,14,,22,0,0.0,10.6,2,,,18.0,0.0,62.0,3.4,3300,1.0,3,0,24,,2015
Jeremy Langford,WAS,16867,CHI,14,,20,0,1.0,9.4,3,,,11.0,0.0,37.0,3.4,3900,1.0,7,0,27,,2015
Javorius Allen,SEA,16886,BAL,14,,1,1,1.0,9.8,5,,,8.0,0.0,14.0,1.8,5300,1.0,9,0,44,,2015
Thomas Rawls,BAL,17050,SEA,14,,6,0,0.0,4.4,0,,,6.0,0.0,44.0,7.3,4600,1.0,0,0,0,,2015
Jerome Felton,WAS,733,BUF,15,,20,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3400,1.0,0,0,0,,2015
Pierre Thomas,BUF,957,WAS,15,,10,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3300,1.0,0,0,0,,2015
John Kuhn,OAK,1589,GB,15,,21,0,0.0,7.2,0,,,3.0,1.0,12.0,4.0,3900,1.0,1,0,0,,2015
Tim Hightower,DET,2262,NO,15,,17,0,1.0,11.5,3,,,13.0,0.0,54.0,4.2,4500,0.0,4,0,31,,2015
Matt Forte,MIN,2699,CHI,15,,9,0,0.0,22.4,6,,,8.0,0.0,47.0,5.9,3500,0.0,7,1,57,,2015
Marcel Reece,GB,3382,OAK,15,,13,0,1.0,6.7,3,,,0.0,0.0,0.0,0.0,3000,1.0,3,0,37,,2015
Mike Tolbert,NYG,4738,CAR,15,,24,0,0.0,1.0,0,,,5.0,0.0,10.0,2.0,3000,0.0,0,0,0,,2015
Adrian Peterson,CHI,4807,MIN,15,,22,0,1.0,6.3,0,,,18.0,0.0,63.0,3.5,3000,0.0,0,0,0,,2015
Fred Jackson,CLE,5701,SEA,15,,16,0,1.0,3.7,2,,,0.0,0.0,0.0,0.0,3000,0.0,3,0,17,,2015
Frank Gore,HOU,5820,IND,15,,7,0,1.0,6.9,1,,,16.0,0.0,44.0,2.8,6900,0.0,2,0,15,,2015
Darren Sproles,ARI,6198,PHI,15,,8,0,1.0,5.5,3,,,6.0,0.0,9.0,1.5,3300,1.0,4,0,16,,2015
DeAngelo Williams,DEN,7580,PIT,15,,14,0,1.0,16.6,5,,,14.0,1.0,26.0,1.9,3000,1.0,6,0,30,,2015
Darren McFadden,NYJ,8066,DAL,15,,5,0,1.0,16.3,2,,,16.0,0.0,100.0,6.2,6600,0.0,3,0,13,,2015
Donald Brown,MIA,8604,LAC,15,,31,0,0.0,12.4,2,,,12.0,0.0,90.0,7.5,5300,1.0,3,0,14,,2015
Rashad Jennings,CAR,8649,NYG,15,,19,1,1.0,19.7,1,,,16.0,1.0,107.0,6.7,3000,0.0,3,0,0,,2015
CJ Spiller,DET,10949,NO,15,,17,0,1.0,3.8,2,,,2.0,0.0,2.0,1.0,4300,0.0,5,0,16,,2015
Dexter McCluster,NE,11220,TEN,15,,12,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3400,0.0,0,0,0,,2015
Ryan Mathews,ARI,11256,PHI,15,,8,1,1.0,6.1,1,,,11.0,0.0,58.0,5.3,4600,1.0,2,0,3,,2015
Cedric Peerman,SF,11737,CIN,15,,32,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,5600,1.0,0,0,0,,2015
LeSean McCoy,WAS,11932,BUF,15,,20,0,0.0,4.7,1,,,10.0,0.0,29.0,2.9,5300,1.0,1,0,8,,2015
Darrel Young,BUF,11969,WAS,15,,10,0,1.0,1.6,1,,,0.0,0.0,0.0,0.0,3000,1.0,1,0,6,,2015
Chris Ivory,DAL,12239,NYJ,15,,25,0,0.0,5.2,1,,,13.0,0.0,37.0,2.8,3600,0.0,2,0,5,,2015
Anthony Dixon,WAS,12285,BUF,15,,20,0,0.0,1.9,1,,,1.0,0.0,5.0,5.0,0,1.0,1,0,4,,2015
Danny Woodhead,MIA,12317,LAC,15,,31,0,0.0,36.0,6,,,8.0,1.0,10.0,1.2,3000,1.0,6,3,50,,2015
Joique Bell,NO,12323,DET,15,,29,0,0.0,18.1,2,,,8.0,1.0,71.0,8.9,3000,0.0,3,0,30,,2015
James Starks,OAK,12506,GB,15,,21,1,0.0,5.6,1,,,9.0,0.0,51.0,5.7,3200,1.0,1,0,5,,2015
Will Tukuafu,CLE,12649,SEA,15,,16,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2015
Stevan Ridley,DAL,12774,NYJ,15,,25,0,0.0,1.1,1,,,2.0,0.0,-2.0,-1.0,3000,0.0,2,0,3,,2015
Shane Vereen,CAR,12780,NYG,15,,19,0,1.0,21.2,8,,,4.0,0.0,29.0,7.2,3000,0.0,10,1,43,,2015
Nick Bellore,CIN,12787,SF,15,,15,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,5700,1.0,0,0,0,,2015
Bilal Powell,DAL,12800,NYJ,15,,25,0,0.0,20.9,7,,,6.0,1.0,25.0,4.2,3000,0.0,7,0,54,,2015
Taiwan Jones,GB,13063,OAK,15,,13,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,5900,1.0,0,0,0,,2015
DeMarco Murray,ARI,13124,PHI,15,,8,0,1.0,0.3,0,,,2.0,0.0,3.0,1.5,0,1.0,0,0,0,,2015
Shaun Draughn,CIN,13158,SF,15,,15,0,1.0,5.2,1,,,9.0,0.0,38.0,4.2,5100,1.0,2,0,4,,2015
Matt Asiata,CHI,13255,MIN,15,,22,0,1.0,4.4,1,,,5.0,0.0,28.0,5.6,4800,0.0,2,0,6,,2015
Anthony Sherman,BAL,13418,KC,15,,6,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3300,1.0,0,0,0,,2015
Kendall Hunter,DET,13440,NO,15,,17,0,1.0,0.2,0,,,1.0,0.0,2.0,2.0,6300,0.0,0,0,0,,2015
Bruce Miller,CIN,13446,SF,15,,15,0,1.0,8.3,1,,,2.0,1.0,3.0,1.5,4500,1.0,1,0,10,,2015
Tyler Clutts,NYJ,13527,DAL,15,,5,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2015
Bryce Brown,CLE,13719,SEA,15,,16,0,1.0,4.3,0,,,9.0,0.0,43.0,4.8,3000,0.0,1,0,0,,2015
Chris Polk,IND,13735,HOU,15,,18,0,0.0,0.6,0,,,4.0,0.0,6.0,1.5,4200,0.0,0,0,0,,2015
Brandon Bolden,TEN,13741,NE,15,,4,0,1.0,7.4,2,,,10.0,0.0,36.0,3.6,3000,0.0,3,0,18,,2015
Lamar Miller,LAC,13791,MIA,15,,26,0,0.0,4.4,2,,,9.0,0.0,12.0,1.3,3000,1.0,2,0,12,,2015
Marcus Thigpen,WAS,13800,BUF,15,,20,0,0.0,-0.1,0,,,1.0,0.0,-1.0,-1.0,3000,1.0,0,0,0,,2015
Bobby Rainey,LAR,13852,TB,15,,23,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,5800,1.0,0,0,0,,2015
Ronnie Hillman,PIT,14046,DEN,15,,2,1,0.0,3.8,0,,,14.0,0.0,48.0,3.4,4000,1.0,0,0,0,,2015
Alfred Morris,BUF,14269,WAS,15,,10,0,1.0,8.4,0,,,14.0,0.0,84.0,6.0,3000,1.0,0,0,0,,2015
Travaris Cadet,CIN,14352,SF,15,,15,0,1.0,7.6,4,,,2.0,0.0,4.0,2.0,3000,1.0,6,0,32,,2015
Doug Martin,LAR,14385,TB,15,,23,0,0.0,10.7,1,,,18.0,0.0,91.0,5.1,6400,1.0,2,0,6,,2015
Robert Turbin,NYJ,14533,DAL,15,,5,0,1.0,0.1,0,,,3.0,0.0,1.0,0.3,3000,0.0,0,0,0,,2015
Jorvorskie Lane,LAR,14538,TB,15,,23,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Joe Banyard,ATL,14549,JAX,15,,30,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Will Johnson,DEN,14620,PIT,15,,14,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,0,1.0,0,0,0,,2015
Jonathan Grimes,IND,14719,HOU,15,,18,0,0.0,0.1,0,,,1.0,0.0,1.0,1.0,3200,0.0,0,0,0,,2015
Patrick DiMarco,JAX,14786,ATL,15,,27,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Dan Herron,HOU,14788,IND,15,,7,0,1.0,1.6,1,,,0.0,0.0,0.0,0.0,5800,0.0,1,0,6,,2015
Jamize Olawale,GB,14789,OAK,15,,13,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Mike Gillislee,WAS,14872,BUF,15,,20,0,0.0,16.3,2,,,4.0,1.0,81.0,20.2,3000,1.0,2,0,2,,2015
Tommy Bohanon,DAL,14891,NYJ,15,,25,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,0,0,,2015
Kyle Juszczyk,KC,14901,BAL,15,,3,0,1.0,13.6,5,,,0.0,0.0,0.0,0.0,4500,1.0,6,1,26,,2015
Giovani Bernard,SF,14916,CIN,15,,32,0,0.0,9.1,4,,,14.0,0.0,33.0,2.4,3700,1.0,4,0,18,,2015
Rex Burkhead,SF,14917,CIN,15,,32,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Kerwynn Williams,PHI,15010,ARI,15,,28,0,0.0,5.6,1,,,6.0,0.0,34.0,5.7,5900,1.0,1,0,12,,2015
Denard Robinson,ATL,15018,JAX,15,,30,0,1.0,16.7,8,,,14.0,0.0,41.0,2.9,0,1.0,10,0,46,,2015
CJ Anderson,PIT,15020,DEN,15,,2,0,0.0,3.0,1,,,4.0,0.0,14.0,3.5,3500,1.0,3,0,6,,2015
Knile Davis,BAL,15045,KC,15,,6,0,0.0,1.4,0,,,5.0,0.0,14.0,2.8,3000,1.0,0,0,0,,2015
Latavius Murray,GB,15071,OAK,15,,13,0,1.0,9.0,1,,,21.0,0.0,78.0,3.7,3000,1.0,2,0,2,,2015
Theo Riddick,NO,15126,DET,15,,29,0,0.0,5.0,2,,,2.0,0.0,3.0,1.5,3000,0.0,2,0,27,,2015
Eddie Lacy,OAK,15138,GB,15,,21,0,0.0,2.3,0,,,11.0,0.0,23.0,2.1,3000,1.0,0,0,0,,2015
Kenjon Barner,ARI,15185,PHI,15,,8,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Austin Johnson,DET,15191,NO,15,,17,0,1.0,1.6,1,,,0.0,0.0,0.0,0.0,3000,0.0,1,0,6,,2015
Benjamin Cunningham,TB,15207,LAR,15,,11,0,0.0,0.8,0,,,2.0,0.0,8.0,4.0,3000,1.0,1,0,0,,2015
Stepfan Taylor,PHI,15230,ARI,15,,28,0,0.0,1.1,0,,,2.0,0.0,11.0,5.5,3000,1.0,0,0,0,,2015
Christine Michael,CLE,15256,SEA,15,,16,0,1.0,8.4,0,,,16.0,0.0,84.0,5.2,0,0.0,0,0,0,,2015
Spencer Ware,BAL,15261,KC,15,,6,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Kendall Gaskins,CIN,15467,SF,15,,15,0,1.0,11.2,6,,,2.0,0.0,0.0,0.0,3600,1.0,7,0,52,,2015
Zach Line,CHI,15555,MIN,15,,22,0,1.0,7.7,1,,,1.0,0.0,3.0,3.0,4500,0.0,2,1,4,,2015
Chase Reynolds,TB,15596,LAR,15,,11,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Fozzy Whittaker,NYG,15616,CAR,15,,24,0,0.0,3.6,2,,,2.0,0.0,2.0,1.0,0,0.0,2,0,14,,2015
Derrick Coleman,CLE,15631,SEA,15,,16,0,1.0,1.0,0,,,5.0,0.0,10.0,2.0,3000,0.0,0,0,0,,2015
Orleans Darkwa,CAR,16008,NYG,15,,19,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3500,0.0,0,0,0,,2015
Damien Williams,LAC,16031,MIA,15,,26,0,0.0,3.2,2,,,1.0,0.0,1.0,1.0,3500,1.0,2,0,11,,2015
James White,TEN,16056,NE,15,,4,0,1.0,20.7,7,,,1.0,0.0,6.0,6.0,4800,0.0,8,1,71,,2015
Jeremy Hill,SF,16112,CIN,15,,32,1,0.0,14.1,0,,,19.0,2.0,31.0,1.6,3000,1.0,1,0,0,,2015
Nikita Whitlock,CAR,16120,NYG,15,,19,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3500,0.0,0,0,0,,2015
Isaiah Crowell,SEA,16127,CLE,15,,1,0,0.0,6.0,3,,,9.0,0.0,23.0,2.6,5000,0.0,3,0,7,,2015
Terrance West,KC,16142,BAL,15,,3,0,1.0,6.6,2,,,7.0,0.0,35.0,5.0,3000,1.0,2,0,11,,2015
Antonio Andrews,NE,16163,TEN,15,,12,0,0.0,12.0,5,,,14.0,0.0,45.0,3.2,0,0.0,6,0,25,,2015
Bishop Sankey,NE,16178,TEN,15,,12,0,0.0,5.3,3,,,0.0,0.0,0.0,0.0,3000,0.0,3,0,23,,2015
Alfred Blue,IND,16189,HOU,15,,18,1,0.0,12.7,0,,,20.0,0.0,107.0,5.4,3500,0.0,0,0,0,,2015
Jay Prosch,IND,16210,HOU,15,,18,0,0.0,0.2,0,,,1.0,0.0,2.0,2.0,3000,0.0,0,0,0,,2015
Zurlon Tipton,HOU,16240,IND,15,,7,0,1.0,0.4,0,,,1.0,0.0,4.0,4.0,0,0.0,0,0,0,,2015
Juwan Thompson,PIT,16287,DEN,15,,2,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,4900,1.0,0,0,0,,2015
Charcandrick West,BAL,16307,KC,15,,6,0,0.0,16.5,2,,,16.0,1.0,76.0,4.8,3000,1.0,2,0,9,,2015
Andre Williams,CAR,16402,NYG,15,,19,0,1.0,2.1,0,,,6.0,0.0,21.0,3.5,3000,0.0,0,0,0,,2015
Ka'Deem Carey,MIN,16427,CHI,15,,9,0,0.0,3.8,2,,,0.0,0.0,0.0,0.0,3000,0.0,2,0,18,,2015
Jerick McKinnon,CHI,16510,MIN,15,,22,0,1.0,18.6,4,,,7.0,0.0,10.0,1.4,3000,0.0,4,1,76,,2015
Devonta Freeman,JAX,16524,ATL,15,,27,0,0.0,23.1,7,,,25.0,1.0,56.0,2.2,3000,1.0,10,0,45,,2015
Roosevelt Nix,DEN,16534,PIT,15,,14,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Charles Sims,LAR,16609,TB,15,,23,0,0.0,10.2,3,,,7.0,0.0,50.0,7.1,3000,1.0,3,0,22,,2015
Tre Mason,TB,16626,LAR,15,,11,0,0.0,1.3,0,,,3.0,0.0,13.0,4.3,3000,1.0,0,0,0,,2015
Fitzgerald Toussaint,DEN,16699,PIT,15,,14,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3300,1.0,0,0,0,,2015
Todd Gurley,TB,16771,LAR,15,,11,0,0.0,15.9,2,,,21.0,1.0,48.0,2.3,4800,1.0,2,0,31,,2015
Melvin Gordon,MIA,16776,LAC,15,,31,0,0.0,5.7,1,,,15.0,0.0,41.0,2.7,3000,1.0,1,0,6,,2015
Ameer Abdullah,NO,16815,DET,15,,29,1,0.0,15.9,2,,,9.0,1.0,77.0,8.6,3200,0.0,2,0,12,,2015
Tevin Coleman,JAX,16834,ATL,15,,27,0,0.0,2.3,0,,,4.0,0.0,23.0,5.8,3800,1.0,0,0,0,,2015
Duke Johnson,SEA,16838,CLE,15,,1,0,0.0,13.5,5,,,4.0,0.0,46.0,11.5,3600,0.0,5,0,39,,2015
David Johnson,PHI,16847,ARI,15,,28,0,0.0,47.9,4,,,29.0,3.0,187.0,6.4,3000,1.0,4,0,42,,2015
Matt Jones,BUF,16856,WAS,15,,10,0,1.0,4.6,1,,,10.0,0.0,28.0,2.8,4600,1.0,3,0,8,,2015
Jeremy Langford,MIN,16867,CHI,15,,9,0,0.0,6.7,1,,,11.0,0.0,46.0,4.2,3000,0.0,3,0,11,,2015
Jalston Fowler,NE,16869,TEN,15,,12,0,0.0,1.8,1,,,1.0,0.0,0.0,0.0,0,0.0,1,0,8,,2015
Javorius Allen,KC,16886,BAL,15,,3,1,1.0,0.8,0,,,4.0,0.0,18.0,4.5,3000,1.0,1,0,0,,2015
David Cobb,NE,16898,TEN,15,,12,0,0.0,0.9,0,,,4.0,0.0,9.0,2.2,5200,0.0,0,0,0,,2015
Jay Ajayi,LAC,16909,MIA,15,,26,0,0.0,11.2,1,,,6.0,1.0,27.0,4.5,3000,1.0,3,0,15,,2015
Karlos Williams,WAS,16915,BUF,15,,20,0,0.0,4.1,0,,,4.0,0.0,41.0,10.2,3000,1.0,1,0,0,,2015
Michael Burton,NO,16928,DET,15,,29,0,0.0,9.0,2,,,0.0,0.0,0.0,0.0,3000,0.0,2,1,10,,2015
Cameron Artis-Payne,NYG,16934,CAR,15,,24,0,0.0,11.3,2,,,14.0,0.0,59.0,4.2,8000,0.0,2,0,34,,2015
Aaron Ripkowski,OAK,16966,GB,15,,21,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3500,1.0,0,0,0,,2015
Joey Iosefa,TEN,16990,NE,15,,4,0,1.0,5.1,0,,,14.0,0.0,51.0,3.6,3000,0.0,0,0,0,,2015
Terrence Magee,KC,17016,BAL,15,,3,0,1.0,1.7,1,,,2.0,0.0,5.0,2.5,3800,1.0,1,0,2,,2015
Akeem Hunt,IND,17199,HOU,15,,18,0,0.0,5.4,2,,,5.0,0.0,26.0,5.2,3000,0.0,2,0,8,,2015
Raheem Mostert,SEA,17217,CLE,15,,1,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2015
Rod Smith,NYJ,17360,DAL,15,,5,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,7300,0.0,0,0,0,,2015
Jerome Felton,DAL,733,BUF,16,,25,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3400,0.0,0,0,0,,2015
Pierre Thomas,PHI,957,WAS,16,,28,0,0.0,15.9,7,,,4.0,0.0,22.0,5.5,4800,1.0,8,0,67,,2015
John Kuhn,ARI,1589,GB,16,,8,0,0.0,0.3,0,,,1.0,0.0,3.0,3.0,3700,1.0,0,0,0,,2015
Steven Jackson,NYJ,1652,NE,16,,5,0,0.0,1.5,0,,,7.0,0.0,15.0,2.1,4800,0.0,0,0,0,,2015
Tim Hightower,JAX,2262,NO,16,,27,0,1.0,34.9,3,,,27.0,2.0,122.0,4.5,3800,0.0,3,0,47,,2015
Matt Forte,TB,2699,CHI,16,,11,0,0.0,10.7,3,,,11.0,0.0,54.0,4.9,3400,1.0,4,0,23,,2015
Marcel Reece,LAC,3382,OAK,16,,26,0,1.0,2.3,2,,,0.0,0.0,0.0,0.0,3000,1.0,3,0,3,,2015
Mike Tolbert,ATL,4738,CAR,16,,30,0,0.0,4.9,2,,,2.0,0.0,12.0,6.0,3800,0.0,3,0,17,,2015
Adrian Peterson,NYG,4807,MIN,16,,24,0,1.0,21.9,1,,,22.0,1.0,104.0,4.7,5300,0.0,2,0,15,,2015
Fred Jackson,LAR,5701,SEA,16,,23,0,1.0,10.4,5,,,2.0,0.0,11.0,5.5,3000,0.0,8,0,43,,2015
Frank Gore,MIA,5820,IND,16,,31,0,0.0,23.5,2,,,15.0,2.0,85.0,5.7,5400,1.0,4,0,10,,2015
Darren Sproles,WAS,6198,PHI,16,,20,0,1.0,13.5,7,,,5.0,0.0,9.0,1.8,3300,1.0,9,0,56,,2015
DeAngelo Williams,BAL,7580,PIT,16,,6,1,0.0,35.3,6,,,17.0,2.0,100.0,5.9,3000,1.0,6,0,53,,2015
Darren McFadden,BUF,8066,DAL,16,,10,0,0.0,10.8,1,,,19.0,0.0,99.0,5.2,3600,0.0,1,0,-1,,2015
Donald Brown,OAK,8604,LAC,16,,21,0,0.0,14.0,3,,,14.0,1.0,17.0,1.2,3000,1.0,4,0,33,,2015
Rashad Jennings,MIN,8649,NYG,16,,9,0,0.0,15.6,2,,,14.0,0.0,74.0,5.3,3000,0.0,3,0,62,,2015
Ryan Mathews,WAS,11256,PHI,16,,20,0,1.0,9.8,2,,,4.0,1.0,5.0,1.2,3000,1.0,3,0,13,,2015
Cedric Peerman,DEN,11737,CIN,16,,14,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0,1.0,0,0,0,,2015
Darrel Young,PHI,11969,WAS,16,,28,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2015
Chris Ivory,NE,12239,NYJ,16,,12,0,1.0,8.2,4,,,11.0,0.0,38.0,3.5,3000,0.0,4,0,4,,2015
Anthony Dixon,DAL,12285,BUF,16,,25,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,5400,0.0,0,0,0,,2015
Danny Woodhead,OAK,12317,LAC,16,,21,0,0.0,18.8,8,,,11.0,0.0,55.0,5.0,3500,1.0,10,0,53,,2015
Joique Bell,SF,12323,DET,16,,32,0,1.0,10.2,2,,,7.0,1.0,13.0,1.9,3000,0.0,3,0,9,,2015
James Starks,ARI,12506,GB,16,,8,1,0.0,0.1,0,,,3.0,0.0,11.0,3.7,3000,1.0,0,0,0,,2015
Will Tukuafu,LAR,12649,SEA,16,,23,1,1.0,-1.5,0,,,1.0,0.0,-5.0,-5.0,3000,0.0,0,0,0,,2015
Stevan Ridley,NE,12774,NYJ,16,,12,0,1.0,3.6,0,,,7.0,0.0,36.0,5.1,3000,0.0,0,0,0,,2015
